택배번호,출발지,출발시간,거리,통행량,경유지,하차시간,상차시간,거리,통행량,경유지,하차시간,상차시간,거리,통행량,경유지,하차시간,상차시간,거리,통행량,도착지,도착시간
008P10064,전남 영암군,8,10,50,8,영암 우편집중국,22,36,290,69,중부권 광역우편물류센터,59,64,100,76,청주 우편집중국,76,81,97,17,충북 음성군
008P10065,서울 도봉구,8,11,64,2,의정부 우편집중국,23,36,261,105,중부권 광역우편물류센터,59,69,202,49,진주 우편집중국,81,86,102,12,경남 함양군
008P10066,경기 군포시,8,10,33,4,안양 우편집중국,22,33,225,96,중부권 광역우편물류센터,45,58,256,77,원주 우편집중국,70,72,30,8,강원 원주시
008P10067,대구 중구,8,10,30,3,대구 우편집중국,22,32,192,122,중부권 광역우편물류센터,44,60,318,38,울산 우편집중국,72,74,35,3,울산 울주군
008P10068,대전 동구,8,11,57,6,대전 우편집중국,23,26,53,54,중부권 광역우편물류센터,38,48,199,17,광주 우편집중국,60,70,202,3,광주 광산구
008P10069,경북 의성군,8,12,70,6,안동 우편집중국,24,35,216,64,중부권 광역우편물류센터,59,64,100,76,청주 우편집중국,76,78,44,13,충북 청주시 흥덕구
008P10070,경북 청송군,8,12,90,4,안동 우편집중국,24,35,216,64,중부권 광역우편물류센터,59,62,53,113,대전 우편집중국,74,76,30,22,충남 계룡시
008P10071,충남 천안시 동남구,8,10,30,2,천안 우편집중국,22,29,133,48,중부권 광역우편물류센터,41,53,248,36,동서울 우편집중국,65,69,84,1,서울 종로구
008P10072,부산 서구,8,12,70,4,부산 우편집중국,24,39,295,165,중부권 광역우편물류센터,59,72,251,85,창원 우편집중국,84,91,136,21,경남 통영시
008P10073,전남 영암군,8,10,50,8,영암 우편집중국,22,36,290,69,중부권 광역우편물류센터,59,64,93,101,전주 우편집중국,76,84,164,20,전북 군산시
008P10075,전남 영광군,8,12,82,4,광주 우편집중국,24,34,199,95,중부권 광역우편물류센터,46,59,251,69,창원 우편집중국,71,78,136,7,경남 통영시
008P10076,전북 전주시 완산구,8,11,53,5,전주 우편집중국,23,28,93,85,중부권 광역우편물류센터,40,53,256,29,원주 우편집중국,65,68,62,3,강원 영월군
008P10077,충남 예산군,8,14,113,7,천안 우편집중국,26,33,133,87,중부권 광역우편물류센터,45,55,192,101,대구 우편집중국,67,69,43,10,대구 서구
008P10078,서울 금천구,8,10,49,2,안양 우편집중국,22,33,225,96,중부권 광역우편물류센터,45,55,199,84,광주 우편집중국,67,75,150,5,광주 서구
008P10079,서울 강서구,8,10,36,4,부천 우편집중국,22,35,253,130,중부권 광역우편물류센터,59,72,253,111,부천 우편집중국,84,88,74,20,인천 동구
008P10080,경기 수원시 권선구,8,12,77,6,수원 우편집중국,24,35,229,76,중부권 광역우편물류센터,59,66,133,93,천안 우편집중국,78,84,128,23,충남 태안군
008P10081,충북 청주시 서원구,8,10,30,3,청주 우편집중국,22,27,100,56,중부권 광역우편물류센터,39,51,248,20,동서울 우편집중국,63,66,51,3,경기 하남시
008P10082,경남 함양군,8,13,101,8,진주 우편집중국,25,35,202,84,중부권 광역우편물류센터,59,72,256,117,원주 우편집중국,84,87,54,17,강원 횡성군
008P10083,경남 창원시 의창구,8,10,35,2,창원 우편집중국,22,35,251,61,중부권 광역우편물류센터,59,64,100,76,청주 우편집중국,76,80,87,17,충북 보은군
008P10084,부산 기장군,8,11,65,4,울산 우편집중국,23,39,318,70,중부권 광역우편물류센터,59,72,261,94,의정부 우편집중국,84,86,38,22,경기 양주시
008P10085,전남 영암군,8,10,50,8,영암 우편집중국,22,36,290,69,중부권 광역우편물류센터,59,72,256,117,원주 우편집중국,84,87,62,17,강원 영월군
008P10086,경기 고양시 일산동구,8,10,30,1,고양 우편집중국,22,35,268,57,중부권 광역우편물류센터,59,72,268,65,고양 우편집중국,84,86,42,14,서울 서대문구
008P10087,경북 고령군,8,12,80,9,대구 우편집중국,24,34,192,176,중부권 광역우편물류센터,46,58,248,114,동서울 우편집중국,70,72,30,9,서울 광진구
008P10088,전북 김제시,8,17,186,7,전주 우편집중국,29,34,93,73,중부권 광역우편물류센터,46,56,199,96,광주 우편집중국,68,72,82,5,전남 영광군
008P10089,경기 안산시 단원구,8,11,51,5,안양 우편집중국,23,34,225,121,중부권 광역우편물류센터,46,59,268,65,고양 우편집중국,71,73,42,9,서울 서대문구
008P10090,경남 창원시 진해구,8,12,80,3,창원 우편집중국,24,37,251,91,중부권 광역우편물류센터,59,71,233,52,순천 집중과,83,85,36,16,전남 순천시
008P10091,대전 동구,8,11,57,6,대전 우편집중국,23,26,53,54,중부권 광역우편물류센터,38,43,100,15,청주 우편집중국,55,58,65,2,충북 청주시 상당구
008P10092,서울 강동구,8,11,54,6,동서울 우편집중국,23,35,248,92,중부권 광역우편물류센터,59,64,93,101,전주 우편집중국,76,82,129,21,전북 순창군
008P10093,대전 중구,8,11,57,6,대전 우편집중국,23,26,53,54,중부권 광역우편물류센터,38,49,216,11,안동 우편집중국,61,65,90,2,경북 청송군
008P10094,충남 아산시,8,10,45,3,천안 우편집중국,22,29,133,48,중부권 광역우편물류센터,41,48,133,34,천안 우편집중국,60,68,154,2,충남 홍성군
008P10095,부산 북구,8,10,35,1,부산 우편집중국,22,37,295,119,중부권 광역우편물류센터,59,69,192,112,대구 우편집중국,81,85,84,17,경북 군위군
008P10096,경북 포항시 남구,8,10,30,5,포항 우편집중국,22,36,271,33,중부권 광역우편물류센터,59,72,253,111,부천 우편집중국,84,88,74,20,인천 동구
008P10097,광주 동구,8,12,71,7,광주 우편집중국,24,34,199,95,중부권 광역우편물류센터,46,61,295,139,부산 우편집중국,73,76,60,5,부산 연제구
008P10098,경기 양주시,8,10,38,5,의정부 우편집중국,22,35,261,84,중부권 광역우편물류센터,59,72,251,85,창원 우편집중국,84,91,136,21,경남 통영시
008P10099,부산 영도구,8,12,70,7,부산 우편집중국,24,39,295,165,중부권 광역우편물류센터,59,72,256,117,원주 우편집중국,84,87,62,17,강원 영월군
008P10101,경남 의령군,8,11,53,7,진주 우편집중국,23,33,202,61,중부권 광역우편물류센터,45,58,261,69,의정부 우편집중국,70,73,64,8,서울 도봉구
008P10102,울산 중구,8,10,30,1,울산 우편집중국,22,38,318,63,중부권 광역우편물류센터,59,74,295,165,부산 우편집중국,86,90,70,22,부산 사하구
008P10103,경남 통영시,8,15,136,11,창원 우편집중국,27,40,251,127,중부권 광역우편물류센터,59,62,53,113,대전 우편집중국,74,77,57,12,대전 중구
008P10104,경북 상주시,8,13,97,3,안동 우편집중국,25,36,216,74,중부권 광역우편물류센터,59,74,295,165,부산 우편집중국,86,90,70,22,부산 사하구
008P10105,충북 영동군,8,16,164,11,천안 우편집중국,28,35,133,98,중부권 광역우편물류센터,59,72,253,111,부천 우편집중국,84,86,36,14,서울 영등포구
008P10106,부산 동구,8,10,35,4,부산 우편집중국,22,37,295,119,중부권 광역우편물류센터,59,70,216,80,안동 우편집중국,82,86,70,19,경북 의성군
008P10107,광주 서구,8,16,150,14,광주 우편집중국,28,38,199,149,중부권 광역우편물류센터,59,70,229,62,수원 우편집중국,82,88,114,25,경기 안성시
008P10108,인천 옹진군,8,11,66,4,부천 우편집중국,23,36,253,147,중부권 광역우편물류센터,59,72,253,111,부천 우편집중국,84,86,36,20,서울 강서구
008P10109,충북 증평군,8,11,58,7,청주 우편집중국,23,28,100,66,중부권 광역우편물류센터,40,51,229,16,수원 우편집중국,63,69,114,1,경기 안성시
008P10110,경북 문경시,8,14,119,7,안동 우편집중국,26,37,216,85,중부권 광역우편물류센터,59,73,290,68,영암 우편집중국,85,87,50,20,전남 해남군
008P10111,경기 의정부시,8,11,68,8,의정부 우편집중국,23,36,261,105,중부권 광역우편물류센터,59,72,251,85,창원 우편집중국,84,86,49,15,경남 함안군
008P10112,전남 담양군,8,12,70,4,광주 우편집중국,24,34,199,95,중부권 광역우편물류센터,46,56,192,116,대구 우편집중국,68,71,54,14,대구 달성군
008P10113,충남 서산시,8,14,128,8,천안 우편집중국,26,33,133,87,중부권 광역우편물류센터,45,59,290,67,영암 우편집중국,71,74,69,10,전남 장흥군
008P10114,대구 북구,8,10,30,1,대구 우편집중국,22,32,192,122,중부권 광역우편물류센터,44,57,253,81,부천 우편집중국,69,71,36,6,서울 강서구
008P10115,경기 양주시,8,10,38,5,의정부 우편집중국,22,35,261,84,중부권 광역우편물류센터,59,62,53,113,대전 우편집중국,74,79,102,20,충남 청양군
008P10116,충북 증평군,8,11,58,7,청주 우편집중국,23,28,100,66,중부권 광역우편물류센터,40,47,133,21,천안 우편집중국,59,61,30,1,충남 천안시 동남구
008P10117,전북 장수군,8,13,101,6,전주 우편집중국,25,30,93,82,중부권 광역우편물류센터,42,57,295,69,부산 우편집중국,69,71,34,5,부산 강서구
008P10118,경기 용인시 수지구,8,11,58,4,성남 우편집중국,23,34,218,80,중부권 광역우편물류센터,46,53,133,91,천안 우편집중국,65,67,30,8,충남 천안시 동남구
008P10119,경기 포천시,8,11,52,3,의정부 우편집중국,23,36,261,105,중부권 광역우편물류센터,59,62,53,113,대전 우편집중국,74,84,190,24,충남 보령시
008P10120,경기 수원시 팔달구,8,11,69,3,수원 우편집중국,23,34,229,67,중부권 광역우편물류센터,46,56,202,53,진주 우편집중국,68,72,73,7,경남 남해군
008P10121,경북 군위군,8,12,84,7,대구 우편집중국,24,34,192,176,중부권 광역우편물류센터,46,59,256,93,원주 우편집중국,71,76,108,6,강원 화천군
008P10122,경기 의정부시,8,11,68,8,의정부 우편집중국,23,36,261,105,중부권 광역우편물류센터,59,64,100,76,청주 우편집중국,76,79,58,15,충북 증평군
008P10123,부산 남구,8,10,35,4,부산 우편집중국,22,37,295,119,중부권 광역우편물류센터,59,72,251,85,창원 우편집중국,84,88,75,20,경남 창원시 성산구
008P10124,부산 수영구,8,11,60,9,부산 우편집중국,23,38,295,140,중부권 광역우편물류센터,59,72,251,85,창원 우편집중국,84,86,35,13,경남 창원시 의창구
008P10125,경남 하동군,8,12,73,6,진주 우편집중국,24,34,202,72,중부권 광역우편물류센터,46,49,53,41,대전 우편집중국,61,63,46,12,대전 유성구
008P10126,충북 청주시 상당구,8,11,65,4,청주 우편집중국,23,28,100,66,중부권 광역우편물류센터,40,53,261,21,의정부 우편집중국,65,68,55,3,강원 철원군
008P10127,강원 횡성군,8,11,54,4,원주 우편집중국,23,36,256,92,중부권 광역우편물류센터,59,69,199,109,광주 우편집중국,81,86,108,12,전남 함평군
008P10128,전남 장성군,8,10,39,3,광주 우편집중국,22,32,199,63,중부권 광역우편물류센터,44,57,256,66,원주 우편집중국,69,75,124,4,강원 정선군
008P10129,경북 포항시 북구,8,10,30,2,포항 우편집중국,22,36,271,33,중부권 광역우편물류센터,59,72,261,94,의정부 우편집중국,84,86,38,22,경기 양주시
008P10130,전북 장수군,8,13,101,6,전주 우편집중국,25,30,93,82,중부권 광역우편물류센터,42,49,133,44,천안 우편집중국,61,63,30,4,충남 천안시 동남구
008P10131,대구 동구,8,10,50,2,대구 우편집중국,22,32,192,122,중부권 광역우편물류센터,44,55,229,51,수원 우편집중국,67,70,69,13,경기 수원시 팔달구
008P10132,서울 송파구,8,11,58,6,동서울 우편집중국,23,35,248,92,중부권 광역우편물류센터,59,70,225,92,안양 우편집중국,82,85,61,13,서울 동작구
008P10133,전남 완도군,8,10,50,2,영암 우편집중국,22,36,290,69,중부권 광역우편물류센터,59,70,225,92,안양 우편집중국,82,85,61,13,서울 동작구
008P10134,경남 의령군,8,11,53,7,진주 우편집중국,23,33,202,61,중부권 광역우편물류센터,45,55,202,45,진주 우편집중국,67,69,42,6,경남 사천시
008P10135,경남 산청군,8,12,82,2,진주 우편집중국,24,34,202,72,중부권 광역우편물류센터,46,60,290,80,영암 우편집중국,72,75,69,13,전남 장흥군
008P10136,충북 청주시 상당구,8,11,65,4,청주 우편집중국,23,28,100,66,중부권 광역우편물류센터,40,43,53,16,대전 우편집중국,55,58,57,3,대전 동구
008P10137,경북 청송군,8,12,90,4,안동 우편집중국,24,35,216,64,중부권 광역우편물류센터,59,71,233,52,순천 집중과,83,85,36,16,전남 순천시
008P10138,전남 진도군,8,10,30,4,영암 우편집중국,22,36,290,69,중부권 광역우편물류센터,59,74,295,165,부산 우편집중국,86,90,70,17,부산 영도구
008P10139,강원 정선군,8,14,124,12,원주 우편집중국,26,39,256,144,중부권 광역우편물류센터,59,75,318,81,울산 우편집중국,87,92,94,16,경남 양산시
008P10140,충남 당진시,8,13,109,5,천안 우편집중국,25,32,133,73,중부권 광역우편물류센터,44,57,251,45,창원 우편집중국,69,71,30,3,경남 창원시 마산합포구
008P10141,충남 금산군,8,16,154,9,천안 우편집중국,28,35,133,98,중부권 광역우편물류센터,59,69,199,109,광주 우편집중국,81,89,150,21,광주 남구
008P10142,경북 울진군,8,10,30,3,포항 우편집중국,22,36,271,33,중부권 광역우편물류센터,59,72,251,85,창원 우편집중국,84,88,75,20,경남 창녕군
008P10143,충남 예산군,8,14,113,7,천안 우편집중국,26,33,133,87,중부권 광역우편물류센터,45,60,295,119,부산 우편집중국,72,76,70,9,부산 중구
008P10144,경남 진주시,8,10,34,5,진주 우편집중국,22,32,202,46,중부권 광역우편물류센터,44,49,93,66,전주 우편집중국,61,67,129,9,전북 순창군
008P10145,부산 연제구,8,11,60,4,부산 우편집중국,23,38,295,140,중부권 광역우편물류센터,59,75,318,81,울산 우편집중국,87,89,35,15,울산 울주군
008P10146,강원 양구군,8,13,108,8,원주 우편집중국,25,38,256,128,중부권 광역우편물류센터,59,72,256,117,원주 우편집중국,84,87,54,17,강원 횡성군
008P10147,전북 고창군,8,15,141,10,전주 우편집중국,27,32,93,80,중부권 광역우편물류센터,44,55,229,51,수원 우편집중국,67,70,69,13,경기 수원시 팔달구
008P10148,강원 양양군,8,11,68,10,강릉 우편집중국,23,41,368,52,중부권 광역우편물류센터,59,74,295,165,부산 우편집중국,86,90,70,13,부산 서구
008P10149,전북 익산시,8,10,39,6,전주 우편집중국,22,27,93,80,중부권 광역우편물류센터,39,51,248,20,동서울 우편집중국,63,74,213,3,경기 가평군
008P10150,전북 김제시,8,17,186,7,전주 우편집중국,29,34,93,73,중부권 광역우편물류센터,46,58,248,114,동서울 우편집중국,70,74,84,11,서울 성동구
008P10151,서울 송파구,8,11,58,6,동서울 우편집중국,23,35,248,92,중부권 광역우편물류센터,59,69,192,112,대구 우편집중국,81,83,43,19,대구 남구
008P10152,경남 거제시,8,15,136,14,창원 우편집중국,27,40,251,127,중부권 광역우편물류센터,59,69,199,109,광주 우편집중국,81,85,71,22,전남 화순군
008P10153,광주 서구,8,16,150,14,광주 우편집중국,28,38,199,149,중부권 광역우편물류센터,59,72,268,65,고양 우편집중국,84,86,30,18,경기 고양시 덕양구
008P10154,인천 연수구,8,12,70,5,부천 우편집중국,24,37,253,167,중부권 광역우편물류센터,59,69,202,49,진주 우편집중국,81,83,42,17,경남 사천시
008P10155,서울 영등포구,8,10,36,3,부천 우편집중국,22,35,253,130,중부권 광역우편물류센터,59,66,133,93,천안 우편집중국,78,84,128,23,충남 태안군
008P10156,강원 영월군,8,11,62,1,원주 우편집중국,23,36,256,92,중부권 광역우편물류센터,59,72,256,117,원주 우편집중국,84,92,150,24,강원 인제군
008P10157,경남 남해군,8,12,73,7,진주 우편집중국,24,34,202,72,중부권 광역우편물류센터,46,57,229,67,수원 우편집중국,69,71,30,6,경기 수원시 영통구
008P10158,전남 해남군,8,10,50,2,영암 우편집중국,22,36,290,69,중부권 광역우편물류센터,59,64,100,76,청주 우편집중국,76,79,58,15,충북 증평군
008P10159,경기 남양주시,8,10,40,3,동서울 우편집중국,22,34,248,77,중부권 광역우편물류센터,46,59,268,65,고양 우편집중국,71,73,30,7,경기 고양시 일산서구
008P10160,충북 진천군,8,12,71,5,청주 우편집중국,24,29,100,77,중부권 광역우편물류센터,41,54,253,38,부천 우편집중국,66,70,74,5,인천 동구
008P10161,경북 청도군,8,12,79,3,대구 우편집중국,24,34,192,176,중부권 광역우편물류센터,46,56,192,116,대구 우편집중국,68,71,54,12,경북 경산시
008P10162,경기 수원시 팔달구,8,11,69,3,수원 우편집중국,23,34,229,67,중부권 광역우편물류센터,46,58,248,114,동서울 우편집중국,70,74,84,11,서울 성동구
008P10163,전북 무주군,8,17,175,10,천안 우편집중국,29,36,133,96,중부권 광역우편물류센터,59,70,225,92,안양 우편집중국,82,85,61,13,서울 동작구
008P10164,경북 예천군,8,10,44,5,안동 우편집중국,22,33,216,50,중부권 광역우편물류센터,45,50,93,65,전주 우편집중국,62,71,176,11,전북 부안군
008P10165,경기 안성시,8,14,114,13,수원 우편집중국,26,37,229,85,중부권 광역우편물류센터,59,64,93,101,전주 우편집중국,76,79,53,9,전북 전주시 완산구
008P10166,강원 평창군,8,12,84,6,원주 우편집중국,24,37,256,110,중부권 광역우편물류센터,59,74,295,165,부산 우편집중국,86,88,34,20,부산 강서구
008P10167,경북 김천시,8,13,106,8,대구 우편집중국,25,35,192,189,중부권 광역우편물류센터,59,64,93,101,전주 우편집중국,76,79,53,9,전북 전주시 완산구
008P10168,충남 천안시 동남구,8,10,30,2,천안 우편집중국,22,29,133,48,중부권 광역우편물류센터,41,54,261,27,의정부 우편집중국,66,69,55,4,강원 철원군
008P10169,광주 남구,8,16,150,20,광주 우편집중국,28,38,199,149,중부권 광역우편물류센터,59,72,253,111,부천 우편집중국,84,86,36,14,인천 부평구
008P10170,전남 영암군,8,10,50,8,영암 우편집중국,22,36,290,69,중부권 광역우편물류센터,59,70,216,80,안동 우편집중국,82,84,44,21,경북 예천군
008P10171,전남 곡성군,8,13,92,7,광주 우편집중국,25,35,199,115,중부권 광역우편물류센터,59,64,93,101,전주 우편집중국,76,84,164,20,전북 군산시
008P10172,경기 고양시 덕양구,8,10,30,2,고양 우편집중국,22,35,268,57,중부권 광역우편물류센터,59,74,295,165,부산 우편집중국,86,89,60,17,부산 동래구
008P10173,광주 동구,8,12,71,7,광주 우편집중국,24,34,199,95,중부권 광역우편물류센터,46,59,268,65,고양 우편집중국,71,73,42,11,서울 마포구
008P10174,전남 해남군,8,10,50,2,영암 우편집중국,22,36,290,69,중부권 광역우편물류센터,59,70,218,53,성남 우편집중국,82,86,72,7,경기 광주시
008P10175,경기 수원시 영통구,8,10,30,5,수원 우편집중국,22,33,229,52,중부권 광역우편물류센터,45,60,295,119,부산 우편집중국,72,76,70,4,부산 부산진구
008P10176,충남 예산군,8,14,113,7,천안 우편집중국,26,33,133,87,중부권 광역우편물류센터,45,56,216,69,안동 우편집중국,68,71,57,8,경북 영주시
008P10177,대구 달성군,8,11,54,5,대구 우편집중국,23,33,192,154,중부권 광역우편물류센터,45,59,271,38,포항 우편집중국,71,73,30,11,경북 포항시 북구
008P10178,경북 포항시 남구,8,10,30,5,포항 우편집중국,22,36,271,33,중부권 광역우편물류센터,59,72,251,85,창원 우편집중국,84,91,136,16,경남 거제시
008P10179,경남 진주시,8,10,34,5,진주 우편집중국,22,32,202,46,중부권 광역우편물류센터,44,56,248,77,동서울 우편집중국,68,70,40,7,경기 남양주시
008P10180,경기 성남시 수정구,8,10,43,3,성남 우편집중국,22,33,218,71,중부권 광역우편물류센터,45,59,271,38,포항 우편집중국,71,82,226,5,경북 경주시
008P10181,서울 마포구,8,10,42,3,고양 우편집중국,22,35,268,57,중부권 광역우편물류센터,59,66,133,93,천안 우편집중국,78,86,164,18,충북 영동군
008P10182,경남 함안군,8,10,49,4,창원 우편집중국,22,35,251,61,중부권 광역우편물류센터,59,66,133,93,천안 우편집중국,78,80,30,22,충남 천안시 서북구
008P10183,전남 보성군,8,12,84,5,순천 집중과,24,36,233,45,중부권 광역우편물류센터,59,66,133,93,천안 우편집중국,78,80,30,15,충남 천안시 동남구
008P10184,울산 북구,8,10,30,4,울산 우편집중국,22,38,318,63,중부권 광역우편물류센터,59,64,100,76,청주 우편집중국,76,78,30,14,충북 청주시 청원구
008P10185,경기 고양시 일산서구,8,10,30,2,고양 우편집중국,22,35,268,57,중부권 광역우편물류센터,59,72,268,65,고양 우편집중국,84,86,48,17,경기 파주시
008P10186,서울 송파구,8,11,58,6,동서울 우편집중국,23,35,248,92,중부권 광역우편물류센터,59,64,93,101,전주 우편집중국,76,84,164,20,전북 군산시
008P10187,경남 함양군,8,13,101,8,진주 우편집중국,25,35,202,84,중부권 광역우편물류센터,59,73,271,32,포항 우편집중국,85,87,30,8,경북 포항시 남구
008P10188,충남 서천군,8,16,156,7,대전 우편집중국,28,31,53,39,중부권 광역우편물류센터,43,58,295,87,부산 우편집중국,70,74,70,10,부산 영도구
008P10189,경북 영천시,8,16,168,11,포항 우편집중국,28,42,271,75,중부권 광역우편물류센터,71,76,93,4,전주 우편집중국,88,94,129,23,전북 순창군
008P10190,전남 광양시,8,10,47,2,순천 집중과,22,34,233,33,중부권 광역우편물류센터,46,58,248,114,동서울 우편집중국,70,74,84,11,서울 성동구
008P10191,서울 서초구,8,12,79,7,동서울 우편집중국,24,36,248,107,중부권 광역우편물류센터,59,72,261,94,의정부 우편집중국,84,87,68,15,경기 의정부시
008P10192,경기 안양시 동안구,8,10,33,4,안양 우편집중국,22,33,225,96,중부권 광역우편물류센터,45,57,233,35,순천 집중과,69,73,84,9,전남 보성군
008P10193,전남 신안군,8,10,45,5,영암 우편집중국,22,36,290,69,중부권 광역우편물류센터,59,73,271,32,포항 우편집중국,85,87,30,11,경북 울진군
008P10194,경기 수원시 영통구,8,10,30,5,수원 우편집중국,22,33,229,52,중부권 광역우편물류센터,45,60,295,119,부산 우편집중국,72,76,70,7,부산 사상구
008P10195,경기 양주시,8,10,38,5,의정부 우편집중국,22,35,261,84,중부권 광역우편물류센터,59,71,233,52,순천 집중과,83,85,30,23,전남 여수시
008P10196,충남 계룡시,8,10,30,4,대전 우편집중국,22,25,53,42,중부권 광역우편물류센터,37,47,202,9,진주 우편집중국,59,64,102,4,경남 함양군
008P10197,경남 사천시,8,10,42,4,진주 우편집중국,22,32,202,46,중부권 광역우편물류센터,44,58,271,27,포항 우편집중국,70,72,30,4,경북 영덕군
008P10198,경남 창원시 마산합포구,8,10,30,4,창원 우편집중국,22,35,251,61,중부권 광역우편물류센터,59,70,218,53,성남 우편집중국,82,84,43,24,경기 성남시 중원구
008P10199,경북 성주군,8,12,88,6,대구 우편집중국,24,34,192,176,중부권 광역우편물류센터,46,53,133,91,천안 우편집중국,65,70,109,9,충남 당진시
008P10200,경남 밀양시,8,12,74,11,부산 우편집중국,24,39,295,165,중부권 광역우편물류센터,59,69,199,109,광주 우편집중국,81,85,71,17,광주 동구
008P10201,경남 통영시,8,15,136,11,창원 우편집중국,27,40,251,127,중부권 광역우편물류센터,59,69,199,109,광주 우편집중국,81,87,128,21,전남 구례군
008P10202,부산 남구,8,10,35,4,부산 우편집중국,22,37,295,119,중부권 광역우편물류센터,59,75,318,81,울산 우편집중국,87,89,35,15,울산 울주군
008P10203,울산 울주군,8,10,35,3,울산 우편집중국,22,38,318,63,중부권 광역우편물류센터,59,74,295,165,부산 우편집중국,86,90,70,22,부산 사하구
008P10204,부산 동구,8,10,35,4,부산 우편집중국,22,37,295,119,중부권 광역우편물류센터,59,70,225,92,안양 우편집중국,82,84,33,20,경기 안양시 만안구
008P10205,부산 사하구,8,12,70,3,부산 우편집중국,24,39,295,165,중부권 광역우편물류센터,59,62,53,113,대전 우편집중국,74,78,76,14,충남 공주시
008P10206,강원 정선군,8,14,124,12,원주 우편집중국,26,39,256,144,중부권 광역우편물류센터,59,69,192,112,대구 우편집중국,81,85,79,15,경북 청도군
008P10207,강원 횡성군,8,11,54,4,원주 우편집중국,23,36,256,92,중부권 광역우편물류센터,59,69,202,49,진주 우편집중국,81,83,42,17,경남 사천시
008P10208,서울 송파구,8,11,58,6,동서울 우편집중국,23,35,248,92,중부권 광역우편물류센터,59,66,133,93,천안 우편집중국,78,80,30,22,충남 천안시 서북구
008P10209,전북 부안군,8,17,176,12,전주 우편집중국,29,34,93,73,중부권 광역우편물류센터,46,60,290,80,영암 우편집중국,72,74,50,16,전남 완도군
008P10210,서울 강북구,8,11,64,2,의정부 우편집중국,23,36,261,105,중부권 광역우편물류센터,59,69,199,109,광주 우편집중국,81,86,108,12,전남 함평군
008P10211,경북 울진군,8,10,30,3,포항 우편집중국,22,36,271,33,중부권 광역우편물류센터,59,70,229,62,수원 우편집중국,82,88,114,25,경기 안성시
008P10212,전남 신안군,8,10,45,5,영암 우편집중국,22,36,290,69,중부권 광역우편물류센터,59,70,225,92,안양 우편집중국,82,85,54,17,경기 안산시 상록구
008P10213,울산 동구,8,10,30,5,울산 우편집중국,22,38,318,63,중부권 광역우편물류센터,59,72,261,94,의정부 우편집중국,84,87,64,15,서울 강북구
008P10214,대구 수성구,8,10,50,4,대구 우편집중국,22,32,192,122,중부권 광역우편물류센터,44,56,248,77,동서울 우편집중국,68,70,36,7,서울 성북구
008P10215,서울 구로구,8,12,73,8,안양 우편집중국,24,35,225,133,중부권 광역우편물류센터,59,72,256,117,원주 우편집중국,84,92,150,24,강원 인제군
008P10216,충남 천안시 서북구,8,10,30,1,천안 우편집중국,22,29,133,48,중부권 광역우편물류센터,41,54,256,34,원주 우편집중국,66,71,108,3,강원 화천군
008P10217,경기 양주시,8,10,38,5,의정부 우편집중국,22,35,261,84,중부권 광역우편물류센터,59,69,202,49,진주 우편집중국,81,83,42,17,경남 사천시
008P10218,경남 하동군,8,12,73,6,진주 우편집중국,24,34,202,72,중부권 광역우편물류센터,46,58,248,114,동서울 우편집중국,70,81,213,12,경기 가평군
008P10219,경기 수원시 영통구,8,10,30,5,수원 우편집중국,22,33,229,52,중부권 광역우편물류센터,45,52,133,76,천안 우편집중국,64,72,154,7,충남 홍성군
008P10220,충북 음성군,8,13,97,11,청주 우편집중국,25,30,100,81,중부권 광역우편물류센터,42,53,225,47,안양 우편집중국,65,67,33,8,경기 안양시 만안구
008P10221,경기 과천시,8,11,55,6,안양 우편집중국,23,34,225,121,중부권 광역우편물류센터,46,59,261,82,의정부 우편집중국,71,74,68,7,경기 의정부시
008P10222,울산 동구,8,10,30,5,울산 우편집중국,22,38,318,63,중부권 광역우편물류센터,59,69,192,112,대구 우편집중국,81,85,84,17,경북 군위군
008P10223,경북 고령군,8,12,80,9,대구 우편집중국,24,34,192,176,중부권 광역우편물류센터,46,57,229,67,수원 우편집중국,69,75,114,10,경기 안성시
008P10224,경기 안성시,8,14,114,13,수원 우편집중국,26,37,229,85,중부권 광역우편물류센터,59,72,261,94,의정부 우편집중국,84,86,48,20,서울 중랑구
008P10225,경북 경산시,8,11,54,3,대구 우편집중국,23,33,192,154,중부권 광역우편물류센터,45,55,192,101,대구 우편집중국,67,71,76,5,경북 구미시
008P10226,전북 익산시,8,10,39,6,전주 우편집중국,22,27,93,80,중부권 광역우편물류센터,39,52,261,15,의정부 우편집중국,64,67,55,2,경기 연천군
008P10227,인천 중구,8,11,66,5,부천 우편집중국,23,36,253,147,중부권 광역우편물류센터,59,72,251,85,창원 우편집중국,84,86,49,15,경남 함안군
008P10228,광주 남구,8,16,150,20,광주 우편집중국,28,38,199,149,중부권 광역우편물류센터,59,64,100,76,청주 우편집중국,76,83,142,12,충북 괴산군
008P10229,충북 청주시 청원구,8,10,30,1,청주 우편집중국,22,27,100,56,중부권 광역우편물류센터,39,52,253,20,부천 우편집중국,64,66,47,1,인천 서구
008P10230,경북 김천시,8,13,106,8,대구 우편집중국,25,35,192,189,중부권 광역우편물류센터,59,69,192,112,대구 우편집중국,81,83,48,11,대구 달서구
008P10231,전남 광양시,8,10,47,2,순천 집중과,22,34,233,33,중부권 광역우편물류센터,46,59,261,82,의정부 우편집중국,71,74,55,11,강원 철원군
