episode,dist,cost,score,entropy,"(0,0,0)","(1,0,0)","(0,1,0)","(0,0,1)","(1,1,0)","(1,0,1)","(0,1,1)","(1,1,1)",동서울 우편집중국,의정부 우편집중국,부천 우편집중국,중부권 광역우편물류센터,부산 우편집중국,대구 우편집중국,성남 우편집중국,안양 우편집중국,고양 우편집중국,대전 우편집중국,창원 우편집중국,광주 우편집중국,수원 우편집중국,원주 우편집중국,강릉 우편집중국,청주 우편집중국,천안 우편집중국,울산 우편집중국,안동 우편집중국,포항 우편집중국,진주 우편집중국,순천 집중과,영암 우편집중국,전주 우편집중국
32,320.27676016027476,225.54564478526714,65225,0.024776679,128,136,1017,4755,170,128,126,149,41.025,31.925,38.65,294.625,34.275,43.275,20.95,31.7,22.35,38.9,24.4,29.4,23.75,40.775,10.4,31.75,45.425,11.325,27.3,13.675,23.05,11.6,13.125,44.225
33,309.1371379897785,219.58737651064828,64850,0.026889216,116,106,942,5186,149,123,113,162,49.526315789473685,40.86842105263158,53.0,314.8157894736842,50.71052631578947,48.8421052631579,25.18421052631579,43.63157894736842,20.605263157894736,50.526315789473685,29.86842105263158,39.078947368421055,23.894736842105264,46.18421052631579,13.105263157894736,34.421052631578945,46.6578947368421,17.36842105263158,28.605263157894736,12.5,23.236842105263158,12.526315789473685,18.973684210526315,47.60526315789474
34,314.43579194828095,220.6486325343492,65609,0.026983079,116,129,974,4816,183,116,111,145,48.23684210526316,34.94736842105263,47.078947368421055,351.92105263157896,44.21052631578947,47.473684210526315,25.342105263157894,40.18421052631579,26.289473684210527,38.078947368421055,26.236842105263158,33.63157894736842,23.973684210526315,47.60526315789474,11.31578947368421,34.8421052631579,36.0,15.842105263157896,28.5,11.026315789473685,29.44736842105263,14.368421052631579,21.31578947368421,43.86842105263158
35,308.08274440518255,223.56011777119411,59679,0.025948074,118,113,1021,5338,164,110,100,138,50.282051282051285,33.07692307692308,44.97435897435897,277.6923076923077,42.97435897435897,48.82051282051282,28.307692307692307,41.87179487179487,26.41025641025641,43.53846153846154,24.615384615384617,32.8974358974359,27.666666666666668,45.256410256410255,9.256410256410257,34.51282051282051,39.717948717948715,17.41025641025641,28.23076923076923,13.076923076923077,20.974358974358974,12.846153846153847,17.307692307692307,47.333333333333336
36,313.7892948173322,220.22478422931937,66304,0.026310531,123,99,1026,5157,161,114,107,141,51.17948717948718,34.51282051282051,51.61538461538461,328.1025641025641,44.76923076923077,47.02564102564103,26.666666666666668,40.15384615384615,24.384615384615383,44.0,25.76923076923077,38.05128205128205,24.102564102564102,43.46153846153846,15.615384615384615,34.717948717948715,40.17948717948718,17.333333333333332,25.17948717948718,15.128205128205128,23.846153846153847,13.256410256410257,19.615384615384617,52.02564102564103
37,318.6413715570545,227.78956694031558,64474,0.02744643,107,91,912,5069,173,90,98,143,39.146341463414636,32.31707317073171,42.0,262.780487804878,40.90243902439025,43.36585365853659,32.36585365853659,38.34146341463415,21.463414634146343,44.09756097560975,27.463414634146343,33.31707317073171,22.853658536585368,39.36585365853659,11.829268292682928,29.5609756097561,44.829268292682926,17.414634146341463,25.097560975609756,11.707317073170731,25.51219512195122,11.487804878048781,20.21951219512195,41.390243902439025
38,316.7034320915224,222.73042311097893,64866,0.024835065,112,124,963,4747,173,124,118,146,47.333333333333336,30.025641025641026,42.92307692307692,336.3333333333333,40.97435897435897,52.23076923076923,22.564102564102566,44.02564102564103,21.974358974358974,42.87179487179487,23.17948717948718,30.58974358974359,23.53846153846154,48.794871794871796,12.692307692307692,37.48717948717949,50.05128205128205,16.923076923076923,25.846153846153847,13.025641025641026,26.076923076923077,16.0,16.384615384615383,45.794871794871796
39,314.7711966325917,225.83818248675624,60144,0.02742047,94,93,978,5172,155,93,82,140,37.75,36.325,44.675,285.425,40.8,52.325,23.4,39.475,22.775,38.85,27.725,30.5,25.875,36.725,10.85,29.9,44.075,13.75,19.55,16.9,21.975,13.8,17.275,39.775
40,323.09496236247827,222.75880716101892,68633,0.025266748,120,109,1127,5539,186,132,113,144,38.84615384615385,36.61538461538461,46.92307692307692,357.20512820512823,42.15384615384615,43.256410256410255,25.692307692307693,40.51282051282051,25.307692307692307,43.07692307692308,27.897435897435898,36.84615384615385,27.333333333333332,43.69230769230769,12.666666666666666,32.38461538461539,38.15384615384615,18.28205128205128,23.53846153846154,17.743589743589745,24.76923076923077,12.205128205128204,16.53846153846154,47.92307692307692
41,309.7811559301625,223.95339028151014,58700,0.029040882,109,99,876,5301,155,89,115,141,38.6,37.225,45.775,271.975,40.05,47.7,24.075,37.175,25.975,41.025,27.35,37.3,23.25,42.875,11.125,33.375,37.075,14.075,24.75,13.625,23.425,11.025,17.45,39.9
42,325.8771161704612,228.02561027639433,65367,0.028226994,101,107,962,4735,151,103,97,151,44.53846153846154,30.692307692307693,47.1025641025641,316.1794871794872,38.02564102564103,41.23076923076923,25.615384615384617,39.61538461538461,26.53846153846154,42.333333333333336,22.256410256410255,28.307692307692307,22.871794871794872,39.43589743589744,12.102564102564102,33.02564102564103,39.15384615384615,12.051282051282051,27.974358974358974,12.948717948717949,23.076923076923077,9.76923076923077,20.0,34.87179487179487
43,313.1183648566199,223.64224150593455,59250,0.028960565,106,84,985,5134,165,85,74,105,52.125,32.95,41.975,284.025,38.65,49.575,24.225,33.3,23.8,43.125,26.775,35.75,29.825,46.65,12.8,37.35,47.775,14.625,27.3,17.1,26.6,14.35,16.225,43.725
44,313.4202580290969,216.53866371789297,70324,0.022577439,107,129,996,5767,193,132,141,173,57.69230769230769,32.92307692307692,48.17948717948718,348.56410256410254,41.17948717948718,52.0,27.82051282051282,42.76923076923077,23.28205128205128,44.64102564102564,25.743589743589745,41.43589743589744,30.94871794871795,48.743589743589745,13.564102564102564,39.94871794871795,48.23076923076923,18.615384615384617,29.28205128205128,13.666666666666666,24.05128205128205,16.0,18.666666666666668,49.282051282051285
45,308.7263986013986,222.01891524039405,62128,0.030366803,102,115,859,4939,152,91,94,164,45.39473684210526,34.36842105263158,49.71052631578947,293.89473684210526,45.421052631578945,51.81578947368421,23.63157894736842,42.973684210526315,19.157894736842106,47.28947368421053,29.13157894736842,36.36842105263158,24.57894736842105,41.71052631578947,14.973684210526315,37.36842105263158,44.6578947368421,18.605263157894736,28.57894736842105,15.973684210526315,23.31578947368421,14.157894736842104,19.92105263157895,49.28947368421053
46,305.83466080747047,217.26460535580205,66083,0.027757812,115,116,835,5437,179,119,131,141,52.24324324324324,30.216216216216218,49.513513513513516,321.02702702702703,43.13513513513514,45.78378378378378,30.243243243243242,41.945945945945944,29.10810810810811,47.91891891891892,27.81081081081081,35.21621621621622,30.945945945945947,50.648648648648646,11.756756756756756,38.54054054054054,45.270270270270274,17.81081081081081,27.972972972972972,16.89189189189189,28.18918918918919,12.594594594594595,20.7027027027027,59.62162162162162
47,311.1743781759829,221.79987430807995,66685,0.0244524,95,92,842,5212,163,101,104,142,46.975,33.7,51.475,252.4,41.8,48.875,32.375,45.225,28.975,50.375,31.6,37.6,28.6,46.65,13.275,38.975,47.7,15.675,35.85,14.775,27.725,11.5,18.125,48.55
48,322.3680142687277,229.18601513106933,62254,0.02330295,112,122,870,4663,146,113,91,129,44.45,25.725,40.85,281.925,40.175,42.35,20.375,39.575,18.0,37.25,21.075,26.9,19.6,39.625,9.0,30.125,38.925,13.5,20.9,15.375,21.525,12.65,17.1,40.3
49,316.33998314133186,219.35675810397137,70223,0.02048538,146,154,975,5139,175,142,127,147,51.86486486486486,36.648648648648646,45.62162162162162,373.2432432432432,40.67567567567568,47.37837837837838,33.108108108108105,38.08108108108108,28.945945945945947,42.432432432432435,31.675675675675677,30.81081081081081,28.405405405405407,46.75675675675676,9.513513513513514,36.513513513513516,36.972972972972975,15.486486486486486,26.864864864864863,12.378378378378379,28.35135135135135,10.702702702702704,17.89189189189189,43.810810810810814
